시군명,발생년도,발생일자,주야구분명,사고요일,사고유형_대분류,사고유형,법규위반대분류명,법규위반내용,도로형태_대분류,도로형태,가해자 당사자 종별,당사자1_차종,피해자 당사자 종별,당사자2_차종,사망자수,중상자수,부상자수,부상신고자수,경상자수,WGS84위도,WGS84경도
이천시,2018   ,2018-11-20 05시,야간,화요일,차대차,측면충돌,,,교차로,교차로부근,승용차,,자전거,,1,0,1,0,0,37.26365047,127.47101545
수원시,2018   ,2018-11-19 10시,주간,월요일,차대사람,기타,,,단일로,기타단일로,승합차,,보행자,,1,0,1,0,0,37.30348397,126.99332840
수원시,2018   ,2018-11-18 03시,야간,일요일,차대차,기타,,,교차로,교차로부근,이륜차,,화물차,,1,0,1,0,0,37.29497576,126.99989553
수원시,2018   ,2018-11-17 21시,야간,토요일,차대차,추돌,,,단일로,기타단일로,승용차,,특수차,,1,0,1,0,0,37.28575431,126.98928453
광주시,2018   ,2018-11-17 11시,주간,토요일,차량단독,공작물충돌,,,교차로,교차로내,화물차,,없음,,1,0,1,0,0,37.37769995,127.20496126
의정부시,2018   ,2018-11-17 11시,주간,토요일,차대차,측면충돌,,,단일로,기타단일로,원동기장치자전거,,승합차,,1,0,1,0,0,37.74159785,127.05160183
수원시,2018   ,2018-11-17 05시,야간,토요일,차대사람,차도통행중,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.25144210,127.01154972
남양주시,2018   ,2018-11-16 18시,야간,금요일,차대차,측면충돌,,,교차로,교차로내,이륜차,,승용차,,1,1,3,0,1,37.60312534,127.15923293
양주시,2018   ,2018-11-16 18시,야간,금요일,차대차,추돌,,,단일로,기타단일로,승용차,,농기계,,1,0,1,0,0,37.86803003,127.01423854
하남시,2018   ,2018-11-15 06시,주간,목요일,차대차,측면충돌,,,단일로,기타단일로,화물차,,자전거,,1,0,1,0,0,37.55856845,127.20133975
용인시,2018   ,2018-11-14 00시,야간,수요일,차대차,측면충돌,,,단일로,기타단일로,승용차,,화물차,,1,0,1,0,0,37.22572283,127.25546833
성남시,2018   ,2018-11-13 19시,야간,화요일,차대차,측면충돌,,,교차로,교차로내,이륜차,,승용차,,1,0,1,0,0,37.46514079,127.14236644
남양주시,2018   ,2018-11-13 17시,주간,화요일,차대차,측면충돌,,,교차로,교차로내,승용차,,이륜차,,1,0,1,0,0,37.66170753,127.17995184
김포시,2018   ,2018-11-13 10시,주간,화요일,차대사람,차도통행중,,,단일로,교량위,화물차,,보행자,,1,0,1,0,0,37.64025249,126.64155042
광명시,2018   ,2018-11-11 21시,야간,일요일,차대차,정면충돌,,,단일로,기타단일로,승용차,,승용차,,1,1,2,0,0,37.48279625,126.87176237
수원시,2018   ,2018-11-11 03시,야간,일요일,차대차,추돌,,,단일로,기타단일로,승용차,,화물차,,1,0,1,0,0,37.24285099,126.97961851
안양시,2018   ,2018-11-10 18시,야간,토요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.40554126,126.91584175
평택시,2018   ,2018-11-09 06시,주간,금요일,차대차,기타,,,단일로,기타단일로,승용차,,승용차,,1,0,1,0,0,37.01746014,127.09479933
성남시,2018   ,2018-11-08 04시,야간,목요일,차량단독,공작물충돌,,,단일로,기타단일로,승용차,,없음,,1,0,1,0,0,37.37963530,127.11890587
수원시,2018   ,2018-11-08 00시,야간,목요일,차대사람,횡단중,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.29254274,127.00867793
안산시,2018   ,2018-11-06 05시,야간,화요일,차량단독,공작물충돌,,,단일로,기타단일로,화물차,,없음,,1,0,1,0,0,37.30107371,126.80603922
안양시,2018   ,2018-11-05 06시,주간,월요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승용차,,보행자,,1,0,1,0,0,37.40109421,126.95674279
고양시,2018   ,2018-11-03 17시,주간,토요일,차대사람,횡단중,,,교차로,교차로부근,승합차,,보행자,,1,0,1,0,0,37.66361368,126.76989964
용인시,2018   ,2018-11-02 21시,야간,금요일,차대차,기타,,,교차로,교차로내,승용차,,이륜차,,1,0,1,0,0,37.32617257,127.07102442
남양주시,2018   ,2018-11-02 10시,주간,금요일,차대사람,보도통행중,,,교차로,교차로횡단보도내,화물차,,보행자,,1,0,1,0,0,37.63247100,127.20530563
수원시,2018   ,2018-10-31 06시,주간,수요일,차대사람,횡단중,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.27554815,127.01661652
김포시,2018   ,2018-10-31 00시,야간,수요일,차량단독,기타,,,단일로,기타단일로,이륜차,,없음,,1,0,1,0,0,37.63688505,126.71720902
광명시,2018   ,2018-10-30 22시,야간,화요일,차대차,추돌,,,단일로,기타단일로,승용차,,건설기계,,1,0,1,0,0,37.46906915,126.88040399
안산시,2018   ,2018-10-30 18시,야간,화요일,차대사람,횡단중,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.33731234,126.76625157
용인시,2018   ,2018-10-30 15시,주간,화요일,차대차,추돌,,,교차로,교차로내,건설기계,,승용차,,1,0,1,0,0,37.23557771,127.20876289
양주시,2018   ,2018-10-30 07시,주간,화요일,차대차,측면충돌,,,교차로,교차로내,이륜차,,승합차,,1,0,2,1,0,37.81944412,126.98534553
이천시,2018   ,2018-10-29 09시,주간,월요일,차대차,추돌,,,단일로,기타단일로,승합차,,승용차,,1,4,19,1,13,37.24087909,127.42541824
여주시,2018   ,2018-10-29 05시,야간,월요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.30432687,127.67166507
고양시,2018   ,2018-10-26 22시,야간,금요일,차량단독,공작물충돌,,,단일로,기타단일로,승용차,,없음,,1,0,1,0,0,37.68703505,126.71593366
고양시,2018   ,2018-10-24 22시,야간,수요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.71207140,126.85212137
평택시,2018   ,2018-10-24 16시,주간,수요일,차대사람,차도통행중,,,교차로,교차로부근,건설기계,,보행자,,1,0,1,0,0,36.99041167,126.93850626
안성시,2018   ,2018-10-24 15시,주간,수요일,차대차,추돌,,,단일로,기타단일로,화물차,,건설기계,,1,0,2,0,1,37.05012674,127.24709199
부천시,2018   ,2018-10-23 08시,주간,화요일,차대사람,횡단중,,,교차로,교차로내,화물차,,보행자,,1,0,1,0,0,37.51610597,126.80349838
안양시,2018   ,2018-10-22 15시,주간,월요일,차대차,측면충돌,,,교차로,교차로내,건설기계,,자전거,,1,0,1,0,0,37.40851237,126.91333278
안산시,2018   ,2018-10-21 16시,주간,일요일,차대사람,기타,,,교차로,교차로내,화물차,,보행자,,1,0,1,0,0,37.24898324,126.57648484
부천시,2018   ,2018-10-20 00시,야간,토요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승용차,,보행자,,1,1,2,0,0,37.49247782,126.76711183
고양시,2018   ,2018-10-18 22시,야간,목요일,차대차,기타,,,교차로,교차로내,이륜차,,승용차,,1,0,1,0,0,37.68819975,126.90066803
연천군,2018   ,2018-10-18 18시,야간,목요일,차대사람,횡단중,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,38.04962305,127.06769182
김포시,2018   ,2018-10-18 15시,주간,목요일,차대차,기타,,,교차로,교차로내,이륜차,,이륜차,,1,0,1,0,0,37.63750558,126.54786167
성남시,2018   ,2018-10-18 12시,주간,목요일,차량단독,전도,,,단일로,기타단일로,승합차,,없음,,1,4,5,0,0,37.43940951,127.10368129
수원시,2018   ,2018-10-17 14시,주간,수요일,차대사람,기타,,,단일로,기타단일로,승합차,,보행자,,1,0,1,0,0,37.26581928,127.08218288
성남시,2018   ,2018-10-17 03시,야간,수요일,차량단독,전복,,,단일로,기타단일로,이륜차,,없음,,1,0,1,0,0,37.44612695,127.17207690
광주시,2018   ,2018-10-16 18시,야간,화요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.47096926,127.28640496
안성시,2018   ,2018-10-16 15시,주간,화요일,차대사람,차도통행중,,,교차로,교차로부근,승합차,,보행자,,1,0,1,0,0,36.99781103,127.14927590
성남시,2018   ,2018-10-15 04시,야간,월요일,차량단독,공작물충돌,,,단일로,터널안,승용차,,없음,,1,0,1,0,0,37.42148263,127.12911397
평택시,2018   ,2018-10-14 01시,야간,일요일,차량단독,공작물충돌,,,교차로,교차로내,이륜차,,없음,,1,0,1,0,0,37.12294123,127.06572368
고양시,2018   ,2018-10-13 19시,야간,토요일,차량단독,기타,,,기타,기타,자전거,,없음,,1,0,1,0,0,37.68160114,126.76942851
동두천시,2018   ,2018-10-13 10시,주간,토요일,차대차,정면충돌,,,교차로,교차로내,승용차,,건설기계,,1,1,3,0,1,37.91042006,127.01252659
용인시,2018   ,2018-10-12 22시,야간,금요일,차대차,측면충돌,,,단일로,교량위,승용차,,화물차,,1,0,1,0,0,37.16099992,127.20706701
안산시,2018   ,2018-10-12 19시,야간,금요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승합차,,보행자,,1,0,1,0,0,37.31610821,126.84550241
의정부시,2018   ,2018-10-12 12시,주간,금요일,차대차,측면충돌,,,교차로,교차로내,자전거,,승용차,,1,0,1,0,0,37.72915613,127.04365370
남양주시,2018   ,2018-10-11 16시,주간,목요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.65983828,127.18535659
성남시,2018   ,2018-10-10 10시,주간,수요일,차대차,기타,,,단일로,기타단일로,승용차,,승용차,,1,0,2,0,1,37.35011990,127.10123809
수원시,2018   ,2018-10-09 05시,야간,화요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승용차,,보행자,,1,0,1,0,0,37.24584586,127.05298868
평택시,2018   ,2018-10-08 22시,야간,월요일,차대차,측면충돌,,,교차로,교차로내,화물차,,승용차,,1,0,2,0,1,36.94797369,127.05287754
수원시,2018   ,2018-10-08 03시,야간,월요일,차대차,기타,,,교차로,교차로내,이륜차,,화물차,,1,1,3,0,1,37.26374137,127.02365048
고양시,2018   ,2018-10-07 08시,주간,일요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.65650167,126.89392797
양주시,2018   ,2018-10-07 05시,야간,일요일,차량단독,공작물충돌,,,단일로,기타단일로,승용차,,없음,,1,1,2,0,0,37.77328018,127.04479064
안성시,2018   ,2018-10-06 16시,주간,토요일,차대사람,보도통행중,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.01300168,127.23698588
광명시,2018   ,2018-10-06 07시,주간,토요일,차량단독,공작물충돌,,,단일로,교량위,승용차,,없음,,1,0,1,0,0,37.42777576,126.89567499
수원시,2018   ,2018-10-05 15시,주간,금요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.28065162,127.03044757
김포시,2018   ,2018-10-04 23시,야간,목요일,차대차,측면충돌,,,교차로,교차로내,승용차,,승합차,,1,0,2,0,1,37.64625763,126.67086245
수원시,2018   ,2018-10-03 21시,야간,수요일,차대사람,차도통행중,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.26832530,127.00938798
성남시,2018   ,2018-10-03 17시,주간,수요일,차대차,기타,,,단일로,기타단일로,승용차,,승용차,,1,0,1,0,0,37.41406708,127.09427725
고양시,2018   ,2018-10-03 04시,야간,수요일,차대차,측면충돌,,,교차로,교차로내,이륜차,,승용차,,1,0,1,0,0,37.66031466,126.77278901
평택시,2018   ,2018-10-02 18시,야간,화요일,차대차,기타,,,단일로,기타단일로,이륜차,,화물차,,1,0,1,0,0,36.98766721,126.89545501
이천시,2018   ,2018-10-02 18시,야간,화요일,차대차,측면충돌,,,단일로,기타단일로,자전거,,승용차,,1,0,1,0,0,37.31033731,127.43435512
김포시,2018   ,2018-09-30 04시,야간,일요일,차대사람,기타,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.64614657,126.62795959
평택시,2018   ,2018-09-28 15시,주간,금요일,차대사람,길가장자리구역통행중,,,단일로,기타단일로,건설기계,,보행자,,1,0,1,0,0,37.00242100,126.83432091
의정부시,2018   ,2018-09-28 08시,주간,금요일,차량단독,전도,,,기타,기타,개인형이동수단(PM),,없음,,1,0,1,0,0,37.71673681,127.10374039
양주시,2018   ,2018-09-27 06시,주간,목요일,차대사람,횡단중,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.79321077,126.99665834
안산시,2018   ,2018-09-25 03시,야간,화요일,차대사람,횡단중,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.31659949,126.83660498
광주시,2018   ,2018-09-22 23시,야간,토요일,차대사람,기타,,,교차로,교차로부근,승합차,,보행자,,1,0,1,0,0,37.40629075,127.26482614
부천시,2018   ,2018-09-22 10시,주간,토요일,차대차,기타,,,교차로,교차로횡단보도내,승합차,,자전거,,1,0,1,0,0,37.53499553,126.82162484
수원시,2018   ,2018-09-21 21시,야간,금요일,차대사람,차도통행중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.25478902,127.02777771
성남시,2018   ,2018-09-21 10시,주간,금요일,차대차,정면충돌,,,단일로,기타단일로,화물차,,화물차,,1,0,2,0,1,37.40221096,127.09866858
군포시,2018   ,2018-09-20 21시,야간,목요일,차대사람,횡단중,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.35072075,126.94506423
부천시,2018   ,2018-09-19 19시,야간,수요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.50807186,126.78190580
고양시,2018   ,2018-09-19 08시,주간,수요일,차대차,측면충돌,,,교차로,교차로부근,자전거,,화물차,,1,0,1,0,0,37.71333240,126.90140734
남양주시,2018   ,2018-09-19 01시,야간,수요일,차대차,기타,,,기타,기타,화물차,,승용차,,1,0,1,0,0,37.73809922,127.19496788
수원시,2018   ,2018-09-18 20시,야간,화요일,차대차,측면충돌,,,교차로,교차로횡단보도내,승합차,,자전거,,1,0,1,0,0,37.25755757,127.06578658
양평군,2018   ,2018-09-18 16시,주간,화요일,차대차,측면충돌,,,교차로,교차로내,불명,,원동기장치자전거,,1,0,1,0,0,37.50331402,127.49489739
수원시,2018   ,2018-09-18 14시,주간,화요일,차대차,측면충돌,,,교차로,교차로횡단보도내,자전거,,승용차,,1,0,1,0,0,37.25091691,127.01756324
고양시,2018   ,2018-09-17 19시,야간,월요일,차대사람,횡단중,,,단일로,기타단일로,개인형이동수단(PM),,보행자,,1,0,1,0,0,37.68283340,126.76034366
군포시,2018   ,2018-09-17 19시,야간,월요일,차대차,기타,,,교차로,교차로부근,이륜차,,승용차,,1,0,1,0,0,37.34968273,126.95738444
김포시,2018   ,2018-09-17 08시,주간,월요일,차대사람,기타,,,교차로,교차로내,이륜차,,보행자,,1,0,1,0,0,37.62868071,126.70607572
광주시,2018   ,2018-09-16 04시,야간,일요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.41696738,127.24937825
성남시,2018   ,2018-09-16 00시,야간,일요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,1,3,1,0,37.39137451,127.11159372
김포시,2018   ,2018-09-14 22시,야간,금요일,차대차,측면충돌,,,교차로,교차로내,승용차,,이륜차,,1,0,1,0,0,37.61063930,126.60096740
부천시,2018   ,2018-09-14 22시,야간,금요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승합차,,보행자,,1,0,1,0,0,37.48847138,126.75630324
동두천시,2018   ,2018-09-14 13시,주간,금요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.89118679,127.05352796
안산시,2018   ,2018-09-12 22시,야간,수요일,차대차,추돌,,,단일로,기타단일로,승용차,,화물차,,1,0,1,0,0,37.35290650,126.79598745
양주시,2018   ,2018-09-12 15시,주간,수요일,차대사람,횡단중,,,교차로,교차로부근,승용차,,보행자,,1,1,2,0,0,37.83960265,126.98244379
평택시,2018   ,2018-09-12 13시,주간,수요일,차량단독,전도,,,교차로,교차로내,사륜오토바이(ATV),,없음,,1,0,1,0,0,37.07993737,127.07649973
구리시,2018   ,2018-09-11 21시,야간,화요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.59381306,127.13467181
수원시,2018   ,2018-09-11 20시,야간,화요일,차대사람,횡단중,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.25922172,127.06485229
양평군,2018   ,2018-09-11 09시,주간,화요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.54814153,127.67081887
부천시,2018   ,2018-09-09 23시,야간,일요일,차대사람,기타,,,교차로,교차로부근,승용차,,보행자,,1,0,1,0,0,37.47932545,126.78151369
고양시,2018   ,2018-09-09 17시,주간,일요일,차량단독,공작물충돌,,,단일로,기타단일로,농기계,,없음,,1,0,1,0,0,37.64603663,126.90801229
남양주시,2018   ,2018-09-09 12시,주간,일요일,차대차,측면충돌,,,교차로,교차로내,승용차,,이륜차,,1,0,1,0,0,37.66268606,127.36471344
평택시,2018   ,2018-09-09 05시,야간,일요일,차대차,기타,,,교차로,교차로내,승용차,,승합차,,1,0,5,0,4,37.01611164,127.02979829
용인시,2018   ,2018-09-09 04시,야간,일요일,차대사람,차도통행중,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.31676134,127.24141617
고양시,2018   ,2018-09-09 01시,야간,일요일,차대사람,횡단중,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.64562862,126.90933043
김포시,2018   ,2018-09-08 19시,야간,토요일,차대차,측면충돌,,,단일로,기타단일로,승용차,,자전거,,1,0,1,0,0,37.64088082,126.57445449
의왕시,2018   ,2018-09-07 19시,야간,금요일,차대차,기타,,,교차로,교차로내,승용차,,원동기장치자전거,,1,0,1,0,0,37.39301755,126.98693088
